gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,logP,Signif,Difference
GALGAL-R01957,1.80799009816759e-122,-1.14227785420957,0.288,0.457,2.70800756903542e-118,117.567350126107,downregulated,-0.169
GALGAL-R02238,2.41593366971896e-122,0.445395056713805,0.877,0.783,3.61858545050507e-118,117.44146116734,upregulated,0.094
GALGAL-R11234,8.5158975708477e-122,0.710485411751555,0.622,0.424,1.27551113816157e-117,116.894315744643,upregulated,0.198
GALGAL-R10065,5.33268479952561e-121,-5.53594897043888,0.001,0.056,7.98729529272946e-117,116.097600259272,downregulated,-0.055
GALGAL-R09705,5.3738238571543e-121,0.526375716945914,0.789,0.659,8.04891337324571e-117,116.094262746695,upregulated,0.13
GALGAL-R09944,8.63719818092932e-121,-3.20879847989639,0.009,0.079,1.29367954353959e-116,115.88817328913,downregulated,-0.07
GALGAL-R12623,9.27033290954155e-121,0.428913599480817,0.906,0.781,1.38851046319113e-116,115.857450843253,upregulated,0.125
GALGAL-R03173,6.19490358946925e-120,1.01003691890202,0.408,0.223,9.27872659630704e-116,115.032511621857,upregulated,0.185
GALGAL-R17219,7.08199298920941e-120,-0.617741728314003,0.574,0.727,1.06074090992379e-115,114.974390681255,downregulated,-0.153
GALGAL-R15688,7.22724788867615e-120,-0.787291864365445,0.364,0.543,1.08249718876591e-115,114.965573222831,downregulated,-0.179
GALGAL-R15879,1.23847244832592e-119,-0.49237371975916,0.653,0.824,1.85498403310257e-115,114.731659824251,downregulated,-0.171
GALGAL-R05017,7.69600454592206e-119,1.13302750529796,0.361,0.184,1.15270756088821e-114,113.938280858188,upregulated,0.177
GALGAL-R08420,1.22173182670892e-118,1.36122219369475,0.295,0.128,1.82990993004461e-114,113.737570286142,upregulated,0.167
GALGAL-R08141,2.33885304704185e-117,1.84314669572672,0.196,0.056,3.50313409385928e-113,112.455543238329,upregulated,0.14
GALGAL-R03663,2.70508074712214e-117,0.674172957702361,0.64,0.471,4.05166994303954e-113,112.392365940349,upregulated,0.169
GALGAL-R08620,3.34230403462619e-117,1.27040940650191,0.338,0.165,5.00610298306311e-113,112.300500220546,upregulated,0.173
GALGAL-R05101,4.07659063390166e-117,1.05698258088267,0.362,0.183,6.1059174514579e-113,112.214249071413,upregulated,0.179
GALGAL-R00387,1.71067800162109e-116,0.465095321468355,0.685,0.519,2.56225351082807e-112,111.591377903121,upregulated,0.166
GALGAL-R07294,2.90709760549874e-116,-1.28645262179136,0.029,0.122,4.35425079351602e-112,111.361086560342,downregulated,-0.093
GALGAL-R08419,9.04176647778615e-116,0.654742296032159,0.615,0.434,1.35427578304281e-111,110.868292887455,upregulated,0.181
GALGAL-R00902,2.59179176268072e-115,-1.12597207185836,0.281,0.44,3.88198570214318e-111,110.410946068508,downregulated,-0.159
GALGAL-R13027,2.97670904387155e-115,0.79774431313293,0.54,0.361,4.4585148059108e-111,110.350809786807,upregulated,0.179
GALGAL-R13164,3.09648355301346e-115,-0.215384674777422,0.998,1,4.63791306570356e-111,110.333677396155,not significant,-0.002
GALGAL-R13178,5.63962998553171e-115,0.758818346252807,0.587,0.417,8.4470377923294e-111,110.073295562765,upregulated,0.17
GALGAL-R08348,7.95548402765278e-115,-1.25251183906619,0.606,0.668,1.19157239766183e-110,109.923879565613,downregulated,-0.0620000000000001
GALGAL-R08181,1.53872212171092e-114,1.24421024146759,0.347,0.176,2.30469799389862e-110,109.637385976208,upregulated,0.171
GALGAL-R12726,3.42592308931645e-114,1.18552476082238,0.33,0.159,5.13134760317818e-110,109.289768564758,upregulated,0.171
GALGAL-R07575,5.99506273533221e-114,0.484223896485102,0.94,0.859,8.97940496498058e-110,109.046752441616,upregulated,0.081
GALGAL-R05473,6.47337188096609e-113,0.617692955280161,0.678,0.522,9.69581640331102e-109,108.013415616753,upregulated,0.156
GALGAL-R12708,9.83270496088608e-113,0.442914507015676,0.853,0.755,1.47274254904152e-108,107.831873165787,upregulated,0.098
GALGAL-R03990,1.32979474634643e-112,0.506910595854873,0.799,0.703,1.99176657107769e-108,107.700761560909,upregulated,0.0960000000000001
GALGAL-R14621,3.70451333935828e-112,1.35191512916658,0.291,0.129,5.54862007969083e-108,107.255815010804,upregulated,0.162
GALGAL-R04184,7.23694445970204e-111,-1.78395771899839,0.065,0.18,1.08394954117417e-106,105.964990934126,downregulated,-0.115
GALGAL-R16335,1.20044530312169e-110,-1.40195233710391,0.094,0.224,1.79802697501567e-106,105.745203797023,downregulated,-0.13
GALGAL-R01289,1.31671306952378e-110,0.847031191213054,0.448,0.262,1.97217283553271e-106,105.705055027413,upregulated,0.186
GALGAL-R04457,1.75271865385803e-110,-0.912717531844295,0.245,0.412,2.62522199974856e-106,105.580833964948,downregulated,-0.167
GALGAL-R11462,7.77436251199324e-110,-2.22860448850872,0.038,0.134,1.16444401704635e-105,104.933881386195,downregulated,-0.096
GALGAL-R09946,4.07884689476173e-109,1.49936141217099,0.253,0.103,6.10929687897411e-105,104.214008769979,upregulated,0.15
GALGAL-R12327,9.69496448301706e-109,-0.891140861773382,0.304,0.467,1.45211178026629e-104,103.837999951346,downregulated,-0.163
GALGAL-R03605,6.31383045306559e-108,-1.09188514779587,0.18,0.333,9.45685525260164e-104,103.02425325826,downregulated,-0.153
GALGAL-R12750,9.60837818538764e-108,-1.70377760628849,0.279,0.432,1.43914288460736e-103,102.841896085205,downregulated,-0.153
GALGAL-R15717,1.35256741694547e-107,0.604535645171902,0.659,0.499,2.02587547710092e-103,102.693387252594,upregulated,0.16
GALGAL-R15397,1.38292225125923e-107,-0.18119390535387,0.999,1,2.07134094793608e-103,102.683748409257,not significant,-0.001
GALGAL-R05295,2.40653153419019e-107,1.17995085224766,0.302,0.14,3.60450293191007e-103,102.443154616884,upregulated,0.162
GALGAL-R03236,4.84175168006537e-107,1.35051276906282,0.268,0.115,7.25197566640191e-103,102.139543661825,upregulated,0.153
GALGAL-R05004,9.52945345395039e-107,0.729208938312561,0.536,0.363,1.42732153833269e-102,101.845478180639,upregulated,0.173
GALGAL-R10194,2.42756223826232e-106,0.806026271020236,0.444,0.261,3.63600272046931e-102,101.439375800509,upregulated,0.183
GALGAL-R06088,6.61685829381996e-106,-1.12330598630042,0.146,0.291,9.91073035248354e-102,101.003894339827,downregulated,-0.145
GALGAL-R03218,7.50128571292043e-106,-2.06018804027014,0.061,0.17,1.12354257408122e-101,100.949410466335,downregulated,-0.109
GALGAL-R05095,1.80288685404616e-105,3.59175494480028,0.111,0.011,2.70036392999033e-101,100.568577701717,upregulated,0.1
GALGAL-R01870,3.7044071472401e-105,0.940969206224512,0.417,0.246,5.54846102513623e-101,100.255827460296,upregulated,0.171
GALGAL-R12886,2.2166509415902e-104,0.458843638108196,0.823,0.729,3.32009978031381e-100,99.4788488640705,upregulated,0.094
GALGAL-R15252,3.01921300199018e-104,-0.728432068714467,0.793,0.799,4.52217723438089e-100,99.3446524206715,downregulated,-0.00600000000000001
GALGAL-R07248,3.89868907086925e-104,1.30610351498949,0.261,0.11,5.83945649034796e-100,99.233627573132,upregulated,0.151
GALGAL-R08527,9.9372246694798e-104,-1.99436353225514,0.033,0.122,1.48839751099468e-99,98.8272810649083,downregulated,-0.089
GALGAL-R11467,1.7537236286601e-103,-0.902752005094904,0.282,0.442,2.6267272510071e-99,98.5805850202981,downregulated,-0.16
GALGAL-R17475,8.77703651017951e-103,-2.18276709391129,0.031,0.118,1.31462452849469e-98,97.8811982688376,downregulated,-0.087
GALGAL-R12699,1.33367867159199e-102,-1.41166005296029,0.144,0.28,1.99758391431048e-98,97.6994949678305,downregulated,-0.136
GALGAL-R05672,1.82605874784108e-102,0.203245857062867,0.999,1,2.73507079251637e-98,97.5630314282332,not significant,-0.001
GALGAL-R17133,5.83246300703528e-102,-0.746787165147248,0.361,0.524,8.73586309193743e-98,97.05869418083,downregulated,-0.163
GALGAL-R14241,7.2507595541082e-102,0.477115069862074,0.759,0.631,1.08601876601433e-97,96.9641626702296,upregulated,0.128
GALGAL-R00030,7.52263619929865e-102,-1.53915634260013,0.086,0.205,1.12674044993095e-97,96.9481761142509,downregulated,-0.119
GALGAL-R13003,8.24571132613735e-102,1.7424170891509,0.201,0.068,1.23504264242885e-97,96.9083180472206,upregulated,0.133
GALGAL-R05293,1.10834118265545e-101,0.98394818849399,0.387,0.221,1.66007342338133e-97,96.7798727031261,upregulated,0.166
GALGAL-R00988,1.36265123895339e-101,-0.605055616955307,0.586,0.73,2.04097902570439e-97,96.6901614583254,downregulated,-0.144
GALGAL-R02577,2.73069255616848e-101,0.464085906331396,0.745,0.574,4.09003131062914e-97,96.3882733673028,upregulated,0.171
GALGAL-R16463,4.57253411428561e-101,0.678428422210913,0.572,0.396,6.84874159637699e-97,96.16438921945,upregulated,0.176
GALGAL-R03172,1.23097329187832e-100,1.18121356987305,0.293,0.138,1.84375179657535e-96,95.7342975434955,upregulated,0.155
GALGAL-R01450,1.25844548237278e-100,-1.33685829799718,0.151,0.287,1.88489964349794e-96,95.724711767705,downregulated,-0.136
GALGAL-R15363,2.15246912447921e-100,0.525562620358401,0.74,0.618,3.22396825464496e-96,95.4916092432008,upregulated,0.122
GALGAL-R16233,3.08206915202458e-100,0.772302469672829,0.464,0.289,4.61632317590242e-96,95.3357037950434,upregulated,0.175
GALGAL-R16163,5.38319638012928e-100,0.478453099154813,0.769,0.655,8.06295153815763e-96,95.0935059504913,upregulated,0.114
GALGAL-R04630,1.34184763534427e-99,-2.40754455066232,0.018,0.091,2.00981938821865e-95,94.6968429685618,downregulated,-0.073
GALGAL-R12016,1.59350266852073e-99,-0.644826286366236,0.596,0.732,2.38674829691034e-95,94.6221933786584,downregulated,-0.136
GALGAL-R01384,1.92123886608007e-99,0.525798778264261,0.73,0.607,2.87763157361473e-95,94.540964810048,upregulated,0.123
GALGAL-R10220,2.25354848877098e-99,0.90072053833006,0.395,0.228,3.37536492648117e-95,94.4716792666879,upregulated,0.167
GALGAL-R11278,2.31168184802814e-99,0.573554436050621,0.674,0.535,3.46243707197654e-95,94.4606181109359,upregulated,0.139
GALGAL-R07584,6.7944343904337e-99,1.35061439434573,0.231,0.091,1.01767038299916e-94,93.9923928644599,upregulated,0.14
GALGAL-R05150,7.34901836180054e-99,1.27187254493278,0.27,0.121,1.10073597023049e-94,93.9583168412673,upregulated,0.149
GALGAL-R07613,8.91861447984188e-99,-0.630259183023028,0.496,0.652,1.33583007679072e-94,93.8742487824335,downregulated,-0.156
GALGAL-R03466,1.17905984849161e-98,0.881757533063969,0.399,0.229,1.76599584107073e-94,93.753010323523,upregulated,0.17
GALGAL-R14066,1.4928824900481e-98,0.931270026897984,0.398,0.231,2.23603939359404e-94,93.6505205495022,upregulated,0.167
GALGAL-R09516,1.94187856338959e-98,-0.200309478628092,0.999,1,2.90854571224492e-94,93.5363241062099,not significant,-0.001
GALGAL-R12753,3.73467595134483e-98,0.723154236395907,0.529,0.357,5.59379763992428e-94,93.2522932486284,upregulated,0.172
GALGAL-R11633,1.15704062202062e-97,-1.34816538721154,0.104,0.227,1.73301544366248e-93,92.7611975670798,downregulated,-0.123
GALGAL-R15736,1.57495618453962e-97,1.18373790042718,0.271,0.122,2.35896937320344e-93,92.6272776975778,upregulated,0.149
GALGAL-R00911,2.34958303165165e-97,1.75390954586918,0.182,0.058,3.51920546480784e-93,92.4535553766353,upregulated,0.124
GALGAL-R02390,7.94720107289222e-97,1.47432299333652,0.161,0.043,1.1903317766978e-92,91.9243319724675,upregulated,0.118
GALGAL-R01531,1.9177973865014e-96,0.425622686314922,0.828,0.729,2.8724769255018e-92,91.5417434512968,upregulated,0.099
GALGAL-R14552,2.04583878722427e-96,-1.9143699510184,0.043,0.135,3.06425733550451e-92,91.5136747655745,downregulated,-0.092
GALGAL-R13534,2.11313562343681e-96,0.789918954451497,0.485,0.322,3.16505453678366e-92,91.4996188022911,upregulated,0.163
GALGAL-R03362,4.73239825219214e-96,-2.15851740026174,0.027,0.106,7.08818610213338e-92,91.149464888459,downregulated,-0.079
GALGAL-R05525,5.11963248400089e-96,1.04375987871926,0.33,0.173,7.66818553453653e-92,91.115307387754,upregulated,0.157
GALGAL-R05375,1.07550865830838e-95,1.40900506556521,0.223,0.087,1.61089686841429e-91,90.7929322627541,upregulated,0.136
GALGAL-R10183,1.7214774089969e-95,0.502570395908778,0.733,0.58,2.57842886319555e-91,90.5886448459318,upregulated,0.153
GALGAL-R03207,1.93034324743991e-95,0.907512863640038,0.385,0.221,2.89126811601549e-91,90.5389116330243,upregulated,0.164
GALGAL-R03566,2.36500758084291e-95,0.606181469227065,0.633,0.479,3.5423083545865e-91,90.4507136365772,upregulated,0.154
GALGAL-R01067,4.18101783951095e-95,1.44235992592291,0.227,0.092,6.2623285200195e-91,90.2032641531533,upregulated,0.135
GALGAL-R08594,4.6020699382173e-95,0.465460413377863,0.736,0.589,6.89298035346187e-91,90.1615929593406,upregulated,0.147
GALGAL-R03209,5.88952378093586e-95,-1.57282400328813,0.1,0.218,8.82132871908573e-91,90.0544659940173,downregulated,-0.118
GALGAL-R12267,7.87677426810869e-95,1.98260895381488,0.18,0.058,1.17978324987732e-90,89.9281977740742,upregulated,0.122
GALGAL-R15260,1.15727804930255e-94,0.561816396254987,0.692,0.563,1.73337106224537e-90,89.7611084580387,upregulated,0.129
GALGAL-R02555,1.88604339063608e-94,1.04202739472093,0.336,0.181,2.82491579049472e-90,89.5489944937803,upregulated,0.155
GALGAL-R05089,3.16240689957724e-94,0.800372172286549,0.437,0.268,4.73665305418679e-90,89.3245284248921,upregulated,0.169
GALGAL-R01169,4.46610531858436e-94,-2.02874952529141,0.027,0.106,6.68933254617565e-90,89.1746172134689,downregulated,-0.079
GALGAL-R03208,1.88009522576076e-93,0.88228329427829,0.392,0.229,2.81600662914446e-89,88.5503663271587,upregulated,0.163
GALGAL-R13629,2.12301306925308e-93,0.66191094320322,0.55,0.394,3.17984897512726e-89,88.4975935060616,upregulated,0.156
GALGAL-R05346,2.42697371080494e-93,0.7317082610596,0.513,0.35,3.63512122404364e-89,88.4394811017086,upregulated,0.163
GALGAL-R05863,2.52440095014684e-93,-1.1316899224813,0.485,0.6,3.78104774312993e-89,88.4223878387848,downregulated,-0.115
GALGAL-R05616,3.20649268471444e-93,1.1828850881534,0.212,0.079,4.80268474316529e-89,88.3185159202936,upregulated,0.133
GALGAL-R07290,3.76399093916133e-93,-0.611937759418214,0.508,0.664,5.63770562867585e-89,88.2488976044451,downregulated,-0.156
GALGAL-R06764,1.36992217604418e-92,0.607156200171242,0.609,0.461,2.05186943527897e-88,87.6878502777424,upregulated,0.148
GALGAL-R12371,1.616853530674e-92,0.370031144738458,0.931,0.857,2.42172321824352e-88,87.6158754944128,upregulated,0.0740000000000001
GALGAL-R06317,5.46569423237802e-92,0.44219172042975,0.792,0.675,8.1865168212558e-88,87.0869008414725,upregulated,0.117
GALGAL-R13180,6.65166204613428e-92,-1.45892168378662,0.092,0.207,9.96285941269993e-88,87.0016159980288,downregulated,-0.115
GALGAL-R05355,7.08604847799062e-92,0.900538643979332,0.372,0.214,1.06134834103343e-87,86.9741420545907,upregulated,0.158
GALGAL-R12080,9.15793761738186e-92,2.31324517594671,0.142,0.035,1.37167589633145e-87,86.8627484929024,upregulated,0.107
GALGAL-R06791,1.26577347539808e-91,0.79182064089869,0.449,0.286,1.89587551145125e-87,86.7221901830659,upregulated,0.163
GALGAL-R12479,2.27171430102198e-91,-1.79358338853009,0.067,0.168,3.40257368007073e-87,86.4681924617156,downregulated,-0.101
GALGAL-R12901,4.15753073877773e-91,1.65390576056191,0.186,0.065,6.22714954054128e-87,86.2057107048821,upregulated,0.121
GALGAL-R02832,4.69403240416706e-91,-1.62268714693824,0.054,0.15,7.03072173496141e-87,86.1530000904251,downregulated,-0.096
GALGAL-R08246,4.89058377226571e-91,-0.610880301463222,0.406,0.571,7.32511637409959e-87,86.135185471284,downregulated,-0.165
GALGAL-R12259,6.37621952291958e-91,0.675548618737798,0.55,0.384,9.55030160142895e-87,86.0199829130479,upregulated,0.166
GALGAL-R14080,7.5712577440257e-91,0.731996345468523,0.467,0.3,1.13402298490017e-86,85.9453781428733,upregulated,0.167
GALGAL-R13472,3.91746386741579e-90,0.895767525892458,0.403,0.247,5.86757738061537e-86,85.2315411742896,upregulated,0.156
GALGAL-R11160,5.16945483935469e-90,0.700898443379704,0.515,0.352,7.74280945838545e-86,85.1111014280915,upregulated,0.163
GALGAL-R06667,2.04245758633171e-89,0.552886248479162,0.656,0.517,3.05919297280764e-85,84.5143931270094,upregulated,0.139
GALGAL-R07715,2.29509825950496e-89,-1.47389149702116,0.14,0.265,3.43759817308653e-85,84.4637448901301,downregulated,-0.125
GALGAL-R00614,2.30277075053545e-89,0.817894014090304,0.43,0.268,3.44909003015199e-85,84.4622954692777,upregulated,0.162
GALGAL-R08043,9.74399545321881e-89,-0.752068351036762,0.374,0.522,1.45945563898311e-84,83.8358091011129,downregulated,-0.148
GALGAL-R05343,1.15644803280496e-88,0.656132022353682,0.544,0.386,1.73212786353528e-84,83.7614200520541,upregulated,0.158
GALGAL-R03918,1.2215644304886e-88,0.82075219046336,0.419,0.261,1.82965920398582e-84,83.7376297953032,upregulated,0.158
GALGAL-R12220,1.28093681479211e-88,-1.04546177278246,0.226,0.369,1.91858716119563e-84,83.7170184660688,downregulated,-0.143
GALGAL-R09068,2.12627693877179e-88,-3.12227100797265,0.013,0.073,3.18473759889238e-84,83.4969263448193,downregulated,-0.06
GALGAL-R06525,3.23444579121095e-88,-2.07546850039887,0.028,0.104,4.84455290607575e-84,83.3147462969174,downregulated,-0.076
GALGAL-R12302,4.83338768929495e-88,1.06325181904399,0.289,0.144,7.23944808102598e-84,83.1402945421594,upregulated,0.145
GALGAL-R09929,4.98247861584609e-88,0.448235772191375,0.757,0.624,7.46275647081427e-84,83.1271007303088,upregulated,0.133
GALGAL-R08407,9.20775185703269e-88,-2.0079321964647,0.036,0.118,1.37913707314636e-83,82.860392566926,downregulated,-0.082
GALGAL-R01668,9.2640131961927e-88,-1.9857528089017,0.139,0.258,1.38756389652574e-83,82.8577470087317,downregulated,-0.119
GALGAL-R09769,1.23996572798096e-87,-2.65031968515274,0.012,0.07,1.85722066736989e-83,82.7311364920989,downregulated,-0.058
GALGAL-R01951,2.13129808191635e-87,-1.61546781938775,0.079,0.184,3.19225826709431e-83,82.4959019796532,downregulated,-0.105
GALGAL-R01108,4.36945653900605e-87,0.492487279817934,0.731,0.615,6.54457200412325e-83,82.1841187497741,upregulated,0.116
GALGAL-R12382,1.7950805245085e-86,0.682081048712701,0.573,0.422,2.68867160960884e-82,81.5704622386261,upregulated,0.151
GALGAL-R02658,2.92291721834996e-86,0.893873603676405,0.383,0.231,4.37794540964457e-82,81.3587296581262,upregulated,0.152
GALGAL-R00425,3.03202291074455e-86,0.637587619122843,0.567,0.413,4.54136391571319e-82,81.3428136951364,upregulated,0.154
GALGAL-R05761,4.05314353876457e-86,0.814553787668829,0.391,0.233,6.07079839236158e-82,81.2167541895515,upregulated,0.158
GALGAL-R02669,4.6560720824852e-86,1.40277936791666,0.244,0.113,6.97386476514633e-82,81.1565264785718,upregulated,0.131
GALGAL-R05012,7.47152356806897e-86,1.03590559357681,0.298,0.154,1.11908480002537e-81,80.9511370030269,upregulated,0.144
GALGAL-R11875,9.37866453962955e-86,0.636589890595827,0.516,0.356,1.40473637474571e-81,80.8524051716562,upregulated,0.16
GALGAL-R06692,1.02830820518522e-85,-0.888898125632014,0.865,0.804,1.54020002972642e-81,80.8124228725629,downregulated,0.0609999999999999
GALGAL-R08217,1.24066503882975e-85,-0.389387651238615,0.849,0.909,1.85826809515919e-81,80.730891629498,downregulated,-0.0600000000000001
GALGAL-R12461,1.30080647131961e-85,1.37133639738195,0.22,0.092,1.94834793274251e-81,80.7103334849434,upregulated,0.128
GALGAL-R15250,1.96530028964744e-85,0.251197191703231,0.99,0.972,2.94362677383393e-81,80.5311172555913,upregulated,0.018
GALGAL-R08453,2.10108962190895e-85,-0.181444139180813,0.999,1,3.14701203569523e-81,80.5021015961316,not significant,-0.001
GALGAL-R10662,2.130712857826e-85,0.15780836596335,1,1,3.19138171845178e-81,80.4960212471062,not significant,0
GALGAL-R03194,3.19204881643823e-85,1.65091924159982,0.167,0.055,4.78105071726118e-81,80.3204766492952,upregulated,0.112
GALGAL-R03227,4.97386102456994e-85,0.768888807618271,0.456,0.301,7.44984904260086e-81,80.1278525273362,upregulated,0.155
GALGAL-R05093,6.33270580200431e-85,1.11307855473297,0.252,0.117,9.48512675024206e-81,80.0229568612368,upregulated,0.135
GALGAL-R15569,9.12894178030152e-85,0.623774194500858,0.581,0.435,1.36733289985356e-80,79.8641257363698,upregulated,0.146
GALGAL-R01537,1.76530149894688e-84,0.736285738245493,0.524,0.381,2.64406858512264e-80,79.5777272837726,upregulated,0.143
