"","Type","background","pvalue","oddvalue","Simulate"
"456","cpm","random_test","0.561965546507089","0.993977386431742","92"
"457","highexp","random_test","0.847858324100045","0.94799307080922","92"
"458","highvar","random_test","0.597451770766349","0.980436069640833","92"
"459","specific.ob","random_test","0.117968954816542","1.09739803052757","92"
"460","DEG","random_test","0.4843082232536","1.00272205596419","92"
"461","cpm","random_test","0.726509965535806","0.974348070111321","93"
"462","highexp","random_test","0.651895816820613","0.980723698530243","93"
"463","highvar","random_test","0.819858179744019","0.919373422422275","93"
"464","specific.ob","random_test","0.749228801338873","0.951062189394761","93"
"465","DEG","random_test","0.794768232337631","0.964175155131316","93"
"466","cpm","random_test","0.741172937840935","0.972401199880881","94"
"467","highexp","random_test","0.529139211332863","0.99735163202413","94"
"468","highvar","random_test","0.793569264976435","0.928009986523376","94"
"469","specific.ob","random_test","0.856610449134829","0.921813717144618","94"
"470","DEG","random_test","0.933981958610837","0.934508519009329","94"
"471","cpm","random_test","0.000409968363742016","1.15991209698598","95"
"472","highexp","random_test","0.000770813027821109","1.17922584475317","95"
"473","highvar","random_test","0.143300880896165","1.1075945265812","95"
"474","specific.ob","random_test","0.488024186463545","1.00480886289509","95"
"475","DEG","random_test","0.0096433559064053","1.11182717676043","95"
"476","cpm","random_test","0.94862925356717","0.930295525621064","96"
"477","highexp","random_test","0.834998578302312","0.950696388912405","96"
"478","highvar","random_test","0.485224563594019","1.0071140031018","96"
"479","specific.ob","random_test","0.696875422713106","0.962895543316819","96"
"480","DEG","random_test","0.724355592843068","0.974212850248618","96"
"481","cpm","random_test","0.54433489203626","0.995956486551097","97"
"482","highexp","random_test","0.632131728289437","0.983484368437682","97"
"483","highvar","random_test","0.339727050455629","1.0431614728054","97"
"484","specific.ob","random_test","0.610702185143374","0.980763405745188","97"
"485","DEG","random_test","0.753865252604473","0.970188753967532","97"
"486","cpm","random_test","0.420508238519366","1.00989673882895","98"
"487","highexp","random_test","0.151016507787605","1.05685584801659","98"
"488","highvar","random_test","0.123387784175257","1.11694165303662","98"
"489","specific.ob","random_test","0.773527275977684","0.94523001629575","98"
"490","DEG","random_test","0.311342151240252","1.02347546721996","98"
"491","cpm","random_test","0.0435450317531383","1.07971982014694","99"
"492","highexp","random_test","0.027381044059327","1.10657043236268","99"
"493","highvar","random_test","0.00733735747580528","1.25160479457652","99"
"494","specific.ob","random_test","0.962360475014609","0.870124901152096","99"
"495","DEG","random_test","0.41273171153565","1.01098230663398","99"
"496","cpm","random_test","0.304255612831924","1.02399649169845","100"
"497","highexp","random_test","0.306129730376878","1.02825760066665","100"
"498","highvar","random_test","0.560403807802815","0.989296145542093","100"
"499","specific.ob","random_test","0.640261380478966","0.97479169739669","100"
"500","DEG","random_test","0.538488936265826","0.996562230127866","100"
"501","cpm","random_test","0.819948049636585","0.960780728992591","101"
"502","highexp","random_test","0.343997455257061","1.02259560514321","101"
"503","highvar","random_test","0.885659924057867","0.893679595110623","101"
"504","specific.ob","random_test","0.947332628333565","0.88150124853842","101"
"505","DEG","random_test","0.327504167552943","1.02138468245329","101"
"506","cpm","random_test","0.630961713625436","0.98609048084177","102"
"507","highexp","random_test","0.776845154708592","0.961578523934131","102"
"508","highvar","random_test","0.306126753768299","1.05226036594109","102"
"509","specific.ob","random_test","0.0502580698108571","1.13553578936386","102"
"510","DEG","random_test","0.739323945349839","0.972199295736818","102"
"511","cpm","random_test","0.932829993540799","0.935956385637562","103"
"512","highexp","random_test","0.926958421002823","0.926528380348898","103"
"513","highvar","random_test","0.993349277682311","0.785649925387555","103"
"514","specific.ob","random_test","0.518999294120865","0.998773445362171","103"
"515","DEG","random_test","0.250503540465196","1.03180810383942","103"
"516","cpm","random_test","0.0806615311720933","1.06504906597275","104"
"517","highexp","random_test","0.726546503215493","0.969723373818554","104"
"518","highvar","random_test","0.819858179744019","0.919373422422275","104"
"519","specific.ob","random_test","0.0786637770964579","1.11638682859266","104"
"520","DEG","random_test","0.41273171153565","1.01098230663398","104"
"521","cpm","random_test","0.336073012466791","1.01995158271075","105"
"522","highexp","random_test","0.324833882379925","1.02542421563859","105"
"523","highvar","random_test","0.274133949507694","1.06139431306112","105"
"524","specific.ob","random_test","0.488024186463545","1.00480886289509","105"
"525","DEG","random_test","0.209411548121335","1.03814182237685","105"
"526","cpm","random_test","0.158370589520116","1.04641287905143","106"
"527","highexp","random_test","0.445097124205199","1.00852389042046","106"
"528","highvar","random_test","0.702652969437614","0.954048823798594","106"
"529","specific.ob","random_test","0.283879283634431","1.04753362810775","106"
"530","DEG","random_test","0.708979493962713","0.976229422513989","106"
"531","cpm","random_test","0.403177960183022","1.01190115901832","107"
"532","highexp","random_test","0.570955075962695","0.991791856249934","107"
"533","highvar","random_test","0.243933758809191","1.07056344352548","107"
"534","specific.ob","random_test","0.723645451643856","0.956971032599783","107"
"535","DEG","random_test","0.626808411820455","0.986357726125976","107"
"536","cpm","random_test","0.437996807204356","1.00789558562098","108"
"537","highexp","random_test","0.570955075962695","0.991791856249934","108"
"538","highvar","random_test","0.243933758809191","1.07056344352548","108"
"539","specific.ob","random_test","0.580521646898459","0.986750911577307","108"
"540","DEG","random_test","0.44830301469108","1.00684534739668","108"
"541","cpm","random_test","0.403177960183022","1.01190115901832","109"
"542","highexp","random_test","0.671262901710758","0.977967268188676","109"
"543","highvar","random_test","0.597451770766349","0.980436069640833","109"
"544","specific.ob","random_test","0.488024186463545","1.00480886289509","109"
"545","DEG","random_test","0.939636303535054","0.932554278459014","109"
"546","cpm","random_test","0.491073678662638","1.00191169147889","110"
"547","highexp","random_test","0.403799756173434","1.01413834058956","110"
"548","highvar","random_test","0.702652969437614","0.954048823798594","110"
"549","specific.ob","random_test","0.5498935974967","0.992754247317286","110"
"550","DEG","random_test","0.927926865535425","0.936465678690786","110"
"551","cpm","random_test","0.491073678662638","1.00191169147889","111"
"552","highexp","random_test","0.690187677477166","0.975215073340069","111"
"553","highvar","random_test","0.765187019829064","0.936678180466874","111"
"554","specific.ob","random_test","0.723645451643856","0.956971032599783","111"
"555","DEG","random_test","0.41273171153565","1.01098230663398","111"
"556","cpm","random_test","0.898524879597132","0.945447430739799","112"
"557","highexp","random_test","0.892555063016515","0.937224867189859","112"
"558","highvar","random_test","0.885659924057867","0.893679595110623","112"
"559","specific.ob","random_test","0.610702185143374","0.980763405745188","112"
"560","DEG","random_test","0.975153107204442","0.915096677952386","112"
"561","cpm","random_test","0.192723914172133","1.04024208148829","113"
"562","highexp","random_test","0.324833882379925","1.02542421563859","113"
"563","highvar","random_test","0.765187019829064","0.936678180466874","113"
"564","specific.ob","random_test","0.610702185143374","0.980763405745188","113"
"565","DEG","random_test","0.0687452640514286","1.07019073293638","113"
"566","cpm","random_test","0.128315351361859","1.05259725473047","114"
"567","highexp","random_test","0.0484648496832035","1.09179919242315","114"
"568","highvar","random_test","0.274133949507694","1.06139431306112","114"
"569","specific.ob","random_test","0.488024186463545","1.00480886289509","114"
"570","DEG","random_test","0.295538599881236","1.02556969663287","114"
"571","cpm","random_test","0.741172937840935","0.972401199880881","115"
"572","highexp","random_test","0.220738403528813","1.04249642812282","115"
"573","highvar","random_test","0.243933758809191","1.07056344352548","115"
"574","specific.ob","random_test","0.580521646898459","0.986750911577307","115"
"575","DEG","random_test","0.103867836818838","1.05943206492757","115"
"576","cpm","random_test","0.579476861710243","0.992001240701527","116"
"577","highexp","random_test","0.403799756173434","1.01413834058956","116"
"578","highvar","random_test","0.903275406490635","0.885181962782395","116"
"579","specific.ob","random_test","0.92794754252291","0.892940142260637","116"
"580","DEG","random_test","0.13040204038943","1.0530159059344","116"
"581","cpm","random_test","0.906244560921124","0.943543572049918","117"
"582","highexp","random_test","0.612019058081127","0.986249281981609","117"
"583","highvar","random_test","0.485224563594019","1.0071140031018","117"
"584","specific.ob","random_test","0.749228801338873","0.951062189394761","117"
"585","DEG","random_test","0.609508606901452","0.988392510620924","117"
"586","cpm","random_test","0.596835070843789","0.990028044455935","118"
"587","highexp","random_test","0.343997455257061","1.02259560514321","118"
"588","highvar","random_test","0.597451770766349","0.980436069640833","118"
"589","specific.ob","random_test","0.169638068441937","1.07856797303101","118"
"590","DEG","random_test","0.863473669154933","0.952228628820945","118"
"591","cpm","random_test","0.664096325049461","0.982164656517801","119"
"592","highexp","random_test","0.176914807636722","1.05109754236665","119"
"593","highvar","random_test","0.410817996074886","1.0250683522464","119"
"594","specific.ob","random_test","0.817976723846854","0.933490374245266","119"
"595","DEG","random_test","0.609508606901452","0.988392510620924","119"
"596","cpm","random_test","0.180796441906075","1.04229568743206","120"
"597","highexp","random_test","0.163630850634933","1.05397426663599","120"
"598","highvar","random_test","0.702652969437614","0.954048823798594","120"
"599","specific.ob","random_test","0.21123669224965","1.06610211511113","120"
"600","DEG","random_test","0.103867836818838","1.05943206492757","120"
"601","cpm","random_test","0.561965546507089","0.993977386431742","121"
"602","highexp","random_test","0.792372981782115","0.958851656382695","121"
"603","highvar","random_test","0.10552481923484","1.12632482065431","121"
"604","specific.ob","random_test","0.0680764491854263","1.12275194778216","121"
"605","DEG","random_test","0.250503540465196","1.03180810383942","121"
"606","cpm","random_test","0.180796441906075","1.04229568743206","122"
"607","highexp","random_test","0.287924281940122","1.03109576831225","122"
"608","highvar","random_test","0.215669786903076","1.07976789078329","122"
"609","specific.ob","random_test","0.103549551364052","1.10370992300416","122"
"610","DEG","random_test","0.677092251539912","0.980271640392101","122"
"611","cpm","random_test","0.881722092315326","0.949263655506219","123"
"612","highexp","random_test","0.690187677477166","0.975215073340069","123"
